publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
The WPA Film Library The Yalta Conference, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=45997	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100045997	RAW
The WPA Film Library American Troops Land in Luzon, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=45998	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100045998	RAW
The WPA Film Library Bombing Damage in Japan, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=45999	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100045999	RAW
The WPA Film Library Bombing Damage in Cologne, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46000	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046000	RAW
The WPA Film Library Tank Battle in Frankfurt, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46001	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046001	RAW
The WPA Film Library The Fall of Berlin, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46002	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046002	RAW
The WPA Film Library RAF Supplies China by Air, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46003	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046003	RAW
The WPA Film Library New Military Weapons, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46004	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046004	RAW
The WPA Film Library The Fall of Bonn and Godesberg, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46005	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046005	RAW
The WPA Film Library President Roosevelt's Speech to Congress on Internationalism, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46006	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046006	RAW
The WPA Film Library The Fall of Cologne, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46007	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046007	RAW
The WPA Film Library Kamikaze Attack on the USS Franklin, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46008	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046008	RAW
The WPA Film Library The Soviet Army Takes Berlin, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46009	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046009	RAW
The WPA Film Library Land Girls in Scotland, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46010	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046010	RAW
The WPA Film Library US Air Raid of Manila, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46011	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046011	RAW
The WPA Film Library Mail for British Troops, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46012	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046012	RAW
The WPA Film Library Printing the Phone Book, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46013	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046013	RAW
The WPA Film Library US Troops in Germany, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46014	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046014	RAW
The WPA Film Library Civilian Evacuations of Indonesia, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46015	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046015	RAW
The WPA Film Library War Crimes Trials, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46016	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046016	RAW
The WPA Film Library Mussolini Captured, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46017	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046017	RAW
The WPA Film Library. The Start of the Nuremberg Trials, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46018	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046018	RAW
The WPA Film Library. The Start of the Nuremberg Trials, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46019	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046019	RAW
The WPA Film Library. The Start of the Nuremberg Trials, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46020	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046020	RAW
The WPA Film Library. The Trinity Test, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46021	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046021	RAW
The WPA Film Library. The Trinity Test, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46022	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046022	RAW
The WPA Film Library RAF Jets, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46023	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046023	RAW
The WPA Film Library Double Bladed Aircraft, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46024	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046024	RAW
The WPA Film Library British Aircraft, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46025	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046025	RAW
The WPA Film Library Land Conservation in Britain, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46026	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046026	RAW
The WPA Film Library Concentration Camps, 1945 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46027	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046027	RAW
The WPA Film Library Reconstruction in Germany, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46028	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046028	RAW
The WPA Film Library The Wailing Wall,  ca. 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46029	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046029	RAW
The WPA Film Library Mine and Transport Strike in the US, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46030	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046030	RAW
The WPA Film Library. War Crimes Trials, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46031	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046031	RAW
The WPA Film Library. War Crimes Trials, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46032	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046032	RAW
The WPA Film Library. War Crimes Trials, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46033	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046033	RAW
The WPA Film Library World Leaders Attend Postwar Meeting, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46034	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046034	RAW
The WPA Film Library. British Food Aid to Germany, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46035	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046035	RAW
The WPA Film Library. British Food Aid to Germany, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46036	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046036	RAW
The WPA Film Library Postwar Grain Shortages, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46037	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046037	RAW
The WPA Film Library Military Uniforms Found in Synagogue, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46038	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046038	RAW
The WPA Film Library Illegal Jewish Immigration to Palestine, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46039	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046039	RAW
The WPA Film Library Camps for Illegal Jewish Immigrants, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46040	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046040	RAW
The WPA Film Library Release of Illegal Jewish Immigrants, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46041	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046041	RAW
The WPA Film Library The Walkie-Talkie, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46042	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046042	RAW
The WPA Film Library ABCs of World War II, ca. 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46043	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046043	RAW
The WPA Film Library War Brides, ca. 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46044	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046044	RAW
The WPA Film Library Jewish New Year at the Wailing Wall, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46045	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046045	RAW
The WPA Film Library. Unrest in Palestine, ca. 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46046	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046046	RAW
The WPA Film Library. Unrest in Palestine, ca. 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46047	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046047	RAW
The WPA Film Library Supply of British Troops in Jordan, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46048	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046048	RAW
The WPA Film Library UN Delivers Food Supplies to China, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46049	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046049	RAW
The WPA Film Library DDT Spraying, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46050	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046050	RAW
The WPA Film Library Nuclear Tests in the Bikini Atoll, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46051	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046051	RAW
The WPA Film Library Oak Ridge Tennessee, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46052	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046052	RAW
The WPA Film Library US Coal Strike, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46053	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046053	RAW
The WPA Film Library. US Government Safety Awareness Film, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46054	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046054	RAW
The WPA Film Library. US Government Safety Awareness Film, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46055	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046055	RAW
The WPA Film Library. US Government Safety Awareness Film, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46056	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046056	RAW
The WPA Film Library. US Government Safety Awareness FilmV, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46057	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046057	RAW
The WPA Film Library Ejection Seat, ca. 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46058	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046058	RAW
The WPA Film Library Victims of the Atomic Bomb, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46059	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046059	RAW
The WPA Film Library Unofficial Speed Record Set, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46060	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046060	RAW
The WPA Film Library Decommissioning of US Submarines, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46061	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046061	RAW
The WPA Film Library Whaling in Chile, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46062	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046062	RAW
The WPA Film Library Mrs. Robert Taft, ca. 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46063	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046063	RAW
The WPA Film Library Medical Advancement, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46064	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046064	RAW
The WPA Film Library Farmborough Jet Research Center, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46065	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046065	RAW
The WPA Film Library V2 Rocket, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46066	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046066	RAW
The WPA Film Library First UN Secretary General, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46067	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046067	RAW
The WPA Film Library British Coal Mines Nationalized, 1946 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46068	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046068	RAW
The WPA Film Library UN Partition of Palestine, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46069	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046069	RAW
The WPA Film Library Hollywood Stars Interviewed, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46070	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046070	RAW
The WPA Film Library Three Wheeled Car, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46071	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046071	RAW
The WPA Film Library Indian Independence, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46072	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046072	RAW
The WPA Film Library Charles DeGaulle Biography, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46073	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046073	RAW
The WPA Film Library Unrest in Palestine, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46074	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046074	RAW
The WPA Film Library UN Hearing on Palestine, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46075	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046075	RAW
The WPA Film Library Workers at Malaya Rubber Plant, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46076	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046076	RAW
The WPA Film Library Start of the Baby Boom, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46077	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046077	RAW
The WPA Film Library Car Show, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46078	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046078	RAW
The WPA Film Library German Newsreel, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46079	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046079	RAW
The WPA Film Library Japanese Whaling, 1947 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46080	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046080	RAW
The WPA Film Library The Marshall Plan, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46081	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046081	RAW
The WPA Film Library East and West Berlin, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46082	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046082	RAW
The WPA Film Library Conflict in Palestine, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46083	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046083	RAW
The WPA Film Library Arab National Committee Head Quarters Bombed, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46084	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046084	RAW
The WPA Film Library Colorado Beetle, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46085	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046085	RAW
The WPA Film Library Toronto Cattle Auction, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46086	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046086	RAW
The WPA Film Library Coal Miners Strike in France, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46087	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046087	RAW
The WPA Film Library President Truman, ca. 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46088	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046088	RAW
The WPA Film Library Negotiations on Palestine, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46089	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046089	RAW
The WPA Film Library King Abdullah, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46090	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046090	RAW
The WPA Film Library Churchill Speech on Berlin, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46091	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046091	RAW
The WPA Film Library DeGaulle Campaigns, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46092	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046092	RAW
The WPA Film Library UN Meeting, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46093	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046093	RAW
The WPA Film Library Casualties in Palestine, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46094	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046094	RAW
The WPA Film Library President Weizman and President Truman, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46095	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046095	RAW
The WPA Film Library Julie Andrews Sings, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46096	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046096	RAW
The WPA Film Library UN Commission Investigation, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46097	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046097	RAW
The WPA Film Library British Industrial Fair, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46098	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046098	RAW
The WPA Film Library Gorgeous George, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46099	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046099	RAW
The WPA Film Library Start of the Berlin Airlift - German Language, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46100	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046100	RAW
The WPA Film Library UN Conference on Human Rights, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46101	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046101	RAW
The WPA Film Library Secretary of State, George Marshall, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46102	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046102	RAW
The WPA Film Library Auto Safety, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46103	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046103	RAW
The WPA Film Library Dixiecrat Convention, ca. 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46104	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046104	RAW
The WPA Film Library US Presidential Campaign, ca. 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46105	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046105	RAW
The WPA Film Library Political Advertising, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46106	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046106	RAW
The WPA Film Library Truman's Election, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46107	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046107	RAW
The WPA Film Library Jan Masaryk Funeral, 1948 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46108	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046108	RAW
The WPA Film Library British Military in Hong Kong, 1949 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46109	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046109	RAW
The WPA Film Library Pro-Communist Propaganda, ca. 1949 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46110	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046110	RAW
The WPA Film Library Farm Equipment, ca. 1949 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46111	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046111	RAW
The WPA Film Library Reburial of Holocaust Victims, ca. 1949 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46112	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046112	RAW
The WPA Film Library Christmas in West Berlin, ca. 1949 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46113	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046113	RAW
The WPA Film Library Refugees from Shanghai, 1949 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46114	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046114	RAW
The WPA Film Library Military Planes, 1949 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46115	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046115	RAW
The WPA Film Library West Germany is Founded, 1949 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46116	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046116	RAW
The WPA Film Library Bombing of Pohang South Korea, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46117	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046117	RAW
The WPA Film Library French Raid at Annam Vietnam, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46118	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046118	RAW
The WPA Film Library Stock Ticker, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46119	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046119	RAW
The WPA Film Library American Nazi Party Leader, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46120	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046120	RAW
The WPA Film Library Family Life, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46121	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046121	RAW
The WPA Film Library The Korean War, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46122	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046122	RAW
The WPA Film Library Duck and Cover Drill, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46123	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046123	RAW
The WPA Film Library Korean War Air Combat, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46124	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046124	RAW
The WPA Film Library Al Jonson's Funeral, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46125	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046125	RAW
The WPA Film Library UN Forces at Taejon, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46126	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046126	RAW
The WPA Film Library Reactivating Navy Planes, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46127	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046127	RAW
The WPA Film Library US Forces in Korea, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46128	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046128	RAW
The WPA Film Library Film Stars and the Royal Family, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46129	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046129	RAW
The WPA Film Library Chinese Civil War Ends, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46130	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046130	RAW
The WPA Film Library British Commonwealth Conference, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46131	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046131	RAW
The WPA Film Library Women Working in a Factory, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46132	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046132	RAW
The WPA Film Library Women Working on an Assembly Line, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46133	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046133	RAW
The WPA Film Library United Nations Debate on Korea, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46134	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046134	RAW
The WPA Film Library Eleanor Roosevelt on the Korean War, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46135	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046135	RAW
The WPA Film Library Inside Advertising on Television, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46136	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046136	RAW
The WPA Film Library The Benefits of Television Advertising, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46137	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046137	RAW
